createdAtUnix,temp,humidity,precip
1420070400,-0.30080406906949264,-3.6577553277535912,0.0
1420074000,-0.6781398201301911,-3.5542958076559614,0.0
1420077600,-0.5265343709495838,-1.7951368411839326,0.0
1420081200,-0.7049980192591505,-3.416336182321288,0.0
1420084800,-1.3340283877132926,-3.595325835587957,0.0
1420088400,-0.5897146575733991,-1.9244443437638523,0.0
1420092000,-1.4292162139643096,-3.1449231460063203,0.0
1420095600,-1.8451875347835731,-3.0062818019123796,0.0
1420099200,-0.8453857906844782,-2.068116494642041,-0.0012252611914338046
1420102800,-0.470831080153463,-2.7648423159528335,-0.00185430381165555
1420106400,-1.5679995919550045,-4.249934070449612,-0.0007999637104459736
1420110000,-1.1904147768259605,-2.929864713239546,-0.0010751155533888397
1420113600,-1.0413009818457155,-2.4228312166588992,-0.0014827805943881944
1420117200,-1.2991448143583852,-2.203306501278931,-0.0007296392335378286
1420120800,-0.8007045661437608,-3.930890737368017,0.0
1420124400,-0.29453203571211617,-4.163661987106913,0.0
1420128000,-0.6784959252636682,-2.2149855123172344,0.0
1420131600,-2.1993699179705466,-2.9648054927640572,0.0
1420135200,-0.9580545964870275,-3.421209565035923,0.0
1420138800,-1.6857395316065968,-1.5813697369289912,0.0
1420142400,-1.3049477668718623,-2.3977989358395035,0.0
1420146000,-1.6233284772206105,-2.734757542118345,0.0
1420149600,-1.0046836542528723,-2.0733752483957204,0.0
1420153200,-0.7179820565465995,-2.4798401346377545,0.0
1420156800,-0.4685018250851414,-3.175811668295026,0.0
1420160400,-0.9938711501848836,-2.4149116986869643,0.0
1420164000,-0.8560588328837042,-2.9057557450605316,0.0
1420167600,-1.202187495495739,-3.9134109914885613,0.0
1420171200,-0.9623608643525863,-2.5786987958893945,0.0
1420174800,-1.148788394726573,-3.743091987659085,0.0
1420178400,-0.6397977210460368,-1.8543146040040455,0.0
1420182000,-0.5093604533033371,-1.605917708550976,0.0
1420185600,-0.6889595151671237,-2.914693819864425,0.0
1420189200,-1.1038393741853696,-3.6362609671695765,0.0
1420192800,-0.6632375714229717,-3.949002780027172,0.0
1420196400,-0.7295572006402757,-4.511256171089158,-0.0014170047456773943
1420200000,-0.6227346176310284,-3.134923719987647,-0.0016269308454050016
1420203600,-1.0938281668518641,-2.573733485566521,-0.0007724913703564575
1420207200,-1.5432390749408071,-4.804998659231416,-0.002400658065320818
1420210800,-0.4435653973848872,-3.423264189843181,-0.0020529890637048243
1420214400,-1.3083708122154363,-4.744994141749217,-0.0011437269647735365
1420218000,-1.4800601844549597,-2.8640930773689632,-0.0015912256480489911
1420221600,-1.2292826267741042,-4.030797712821425,-0.0015865078997939763
1420225200,-0.16915472079280747,-3.5412486634536577,-0.0009313894612389267
1420228800,-0.38390235418027174,-1.6037767613654523,0.0
1420232400,-0.9566708007817581,-1.8616094224728812,0.0
1420236000,-1.0173073201462657,-1.7144747481513036,0.0
1420239600,-1.5246992364118057,-1.295254593016054,0.0
1420243200,-1.939107071276382,-3.4423879686081733,0.0
1420246800,-1.3114486002625334,-3.186443359800535,0.0
1420250400,-2.345610017035611,-3.7021597814258627,0.0
1420254000,-0.825690816956417,-3.5268162755721733,0.0
1420257600,-1.151177976536701,-2.625827656927683,0.0
1420261200,-1.1282838259632264,-2.8933509758397378,0.0
1420264800,-1.0973448615236023,-2.0041492051880425,0.0
1420268400,-0.9033586963134645,-3.344606040766564,0.0
1420272000,-0.6645416229465724,-4.116774669677639,0.0
1420275600,-0.5589343625056884,-3.115248312620011,0.0
1420279200,-1.3690235325184084,-2.925162595891912,0.0
1420282800,-1.7216558252830332,-3.4985200898668793,0.0
1420286400,-0.9564415899203027,-2.243763685522268,0.0
1420290000,-0.611789660333681,-2.295333119809868,0.0
1420293600,-0.9401701405341925,-0.5788890086066729,0.0
1420297200,-1.461700016245615,-1.8748231157112372,0.0
1420300800,-1.4488478067072421,-1.8536301911373059,0.0
1420304400,-0.07263195898737251,-3.445487952836629,0.0
1420308000,-1.3639290194044449,-2.9830767325036476,0.0
1420311600,-1.1261551181660892,-4.100177042856529,0.0
1420315200,-1.128028611192427,-3.543346359205813,0.0
1420318800,-1.2714586790655957,-2.146504488162833,0.0
1420322400,-0.643644788019266,-3.8449700112211502,0.0
1420326000,-1.368138138031334,-3.1285568656218743,0.0
1420329600,-1.72428834994923,-2.840591358958747,0.0
1420333200,-0.6310953209394015,-2.8963375723957228,0.0
1420336800,-0.8631891187862308,-4.073134856588823,0.0
1420340400,-1.217931647901409,-3.118455256915027,0.0
1420344000,-1.8787587472826317,-2.074850147584627,0.0
1420347600,-0.6629924233687632,-1.5907636246824524,0.0
1420351200,-0.25442454894767863,-1.9311290598189714,0.0
1420354800,-0.16365583714843268,-4.074752443575932,0.0
1420358400,-1.168369591542831,-2.5637414593349206,0.0
1420362000,-0.6590588137346813,-4.776796767637336,0.0
1420365600,-0.6644974274741919,-3.023126039331544,0.0
1420369200,-0.6170882163801252,-1.6484363158786124,0.0
1420372800,-0.2628843622642023,-2.122124036866502,0.0
1420376400,-1.283576756012586,-3.240449982176692,0.0
1420380000,-0.6380286505203294,-3.6536313507755693,0.0
1420383600,-1.0598878238309872,-3.3040920391048303,0.0
1420387200,-1.290910968971886,-2.4124330777300997,0.0
1420390800,-0.6158293762127798,-2.655410171514845,0.0
1420394400,-0.6620268249368948,-1.3523550034171592,0.0
1420398000,-1.2718989325985284,-3.7854856762410236,0.0
1420401600,-1.3552373527992323,-1.928934928790781,0.0
1420405200,-0.44374757138546883,-3.1284929020484213,0.0
1420408800,-0.35121824379949373,-2.3855963384706342,0.0
