createdAtUnix,temp,humidity,precip
1420070400,-2.957577510862823,-5.7485855170811675,0.0
1420074000,-3.2676005274779385,-5.21628273345182,0.0
1420077600,-3.4088677434906067,-5.6726502940796735,0.0
1420081200,-4.037926574304709,-5.80122031888196,0.0
1420084800,-3.898233277765158,-4.980695025990343,0.0
1420088400,-4.2362466567428925,-5.5020314195195255,0.0
1420092000,-4.020101186752395,-4.957738092059557,0.0
1420095600,-4.420692314524022,-4.632886241936873,0.0
1420099200,-4.336788969556153,-4.596656332109532,-0.001868973325370036
1420102800,-3.496534072027309,-3.7774235023729332,-0.0032062316732709567
1420106400,-3.8306016440965713,-3.3720314263335,-0.0013688390863131686
1420110000,-3.46716243635473,-4.026520349296987,-0.0015394145701533198
1420113600,-3.3581349532126943,-4.378073605939065,-0.0023434099701268654
1420117200,-2.961115597163584,-3.7178434364623456,-0.0006361909663595497
1420120800,-2.7299699917716467,-4.9441683871979905,0.0
1420124400,-2.357545818803292,-3.703089694449112,0.0
1420128000,-1.953994729345375,-4.584711453525443,0.0
1420131600,-2.0053786594597725,-4.60177385829553,0.0
1420135200,-1.6516615562909038,-5.317781031667238,0.0
1420138800,-2.0380866452256186,-5.849035256494872,0.0
1420142400,-2.829335959280165,-4.447082569233004,0.0
1420146000,-2.375243544057149,-5.369577023891736,0.0
1420149600,-2.6843576217334046,-6.585192775773123,0.0
1420153200,-2.5868307669702304,-5.498123538622963,0.0
1420156800,-3.0164630795735015,-5.2426961806463055,0.0
1420160400,-3.368733946047719,-6.391159691913273,0.0
1420164000,-3.625206678521579,-5.903539072618813,0.0
1420167600,-3.298570972712586,-5.6862525490587075,0.0
1420171200,-3.7684053713738557,-5.09935215068397,0.0
1420174800,-4.316318957711985,-5.053949556139003,0.0
1420178400,-3.8974589657178633,-4.377275937790003,0.0
1420182000,-3.517186876261132,-5.487787610921956,0.0
1420185600,-3.9073249880398535,-5.530079256089614,0.0
1420189200,-3.8708398653204554,-5.809927108745946,0.0
1420192800,-2.9849426438165523,-3.4736244202452227,0.0
1420196400,-3.2755875363301676,-4.5547670209032844,-0.0015985748406768079
1420200000,-2.8703866576349952,-3.8200147359586936,-0.0013879755846438954
1420203600,-2.5792486751508825,-3.487430506568998,-0.00015698377764563134
1420207200,-3.2366618349524323,-4.394468436912014,-0.0021240199030644474
1420210800,-2.116055141503317,-4.6098245241532965,-0.004704322375176248
1420214400,-2.040947055173156,-3.5472338238035377,-0.0018442642493748454
1420218000,-1.788812592587032,-5.432370641588875,-0.001634971735764587
1420221600,-1.8287006811982387,-5.245149389440513,-0.004737244753506814
1420225200,-2.443530554181862,-5.205816052159065,-0.002572608500609183
1420228800,-1.9659526688582218,-6.440333437824421,0.0
1420232400,-2.7408941290829496,-6.610415325996115,0.0
1420236000,-2.218312051257218,-5.5368098585842915,0.0
1420239600,-2.838309937981183,-6.037724685354604,0.0
1420243200,-3.1721153970831963,-6.450927211059636,0.0
1420246800,-3.1976144397094295,-6.207540770852816,0.0
1420250400,-3.652064662152963,-6.267690636258791,0.0
1420254000,-4.111433614911267,-5.725433731964827,0.0
1420257600,-3.9697663080165526,-5.032423396971922,0.0
1420261200,-4.40309435976679,-5.016733276907331,0.0
1420264800,-4.11754719572729,-4.316053473497831,0.0
1420268400,-3.8005001105167864,-4.853931694279055,0.0
1420272000,-4.127650932734326,-4.473650401609916,0.0
1420275600,-3.676365205341572,-3.7880361403755387,0.0
1420279200,-3.264530364542626,-4.874131053820371,0.0
1420282800,-3.313181377782172,-4.043616413159263,0.0
1420286400,-3.1296004167319964,-3.7532737593650154,0.0
1420290000,-2.3005179723517593,-3.552767563388457,0.0
1420293600,-2.6452523135440984,-4.408835149423659,0.0
1420297200,-2.057893124210775,-4.270277301872191,0.0
1420300800,-2.325468262640733,-3.7153450633145724,0.0
1420304400,-1.999855977238525,-5.705051167373533,0.0
