createdAtUnix,temp,humidity,precip
1420070400,-0.02633258811955841,-0.046072913827288176,0.0
1420074000,-0.17213227926576735,1.010349616809691,0.0
1420077600,-0.3259672640272733,0.935452687617996,0.0
1420081200,-0.21682113813219672,0.9721670857891382,0.0
1420084800,0.12737795046678713,-1.0644910352822308,0.0
1420088400,0.03351974858245299,0.14721252467803936,0.0
1420092000,0.1680949198614421,0.029709392284956948,0.0
1420095600,1.8357530830037696,-6.9491261950449825,0.0
1420099200,1.838492311886764,-6.962406764668998,0.02999696750243537
1420102800,1.85077714281638,-7.025437956823254,0.009176524051465122
1420106400,0.969664411793989,-4.047747032459384,-0.020115953818484605
1420110000,0.9802517942387894,-4.020621264619521,0.010177728523395962
1420113600,1.0818867534332846,-3.9294730452668034,0.010724338810619936
1420117200,-0.02490479051523664,-0.02413184690288972,-0.019329645210300204
1420120800,0.046389145036435764,0.9219906192368015,-0.019917415753328168
1420124400,-0.09043440361362443,0.08122188215038761,0.0
1420128000,-1.7715332488955795,6.999934990748727,0.0
1420131600,-1.8312997090522884,6.107449073575637,0.0
1420135200,-1.7516427059487185,7.06153096262895,0.0
1420138800,-0.8196694719527109,1.9656723130257063,0.0
1420142400,-0.6142942088249441,3.0743893974754997,0.0
1420146000,-0.7433982288058623,1.917464533297263,0.0
1420149600,-0.2349715074235057,0.0020049073405772333,0.0
1420153200,-0.33053640149056207,-0.0222055842534985,0.0
1420156800,-0.21239262580494156,-0.01306806443010089,0.0
1420160400,-0.3670135944661119,0.030031654019865073,0.0
1420164000,-0.36107796300246164,0.046167895640934375,0.0
1420167600,-0.34591400820789175,-1.0689110507158972,0.0
1420171200,-0.025048323519058613,-0.9106463614988485,0.0
1420174800,0.0005153829445418978,-2.1277993543586575,0.0
1420178400,-0.033461693290682604,-1.1406832429706242,0.0
1420182000,1.8799179777732746,-4.0541352642833175,0.0
1420185600,1.7489249557803,-3.9799699232973893,0.0
1420189200,1.8055325054109304,-4.002472253550486,0.0
1420192800,0.663658457880782,-0.9906999287277998,0.0
1420196400,0.686233672569287,-1.0219369309794146,0.029221765337904444
1420200000,0.6615017417411693,-0.9643409614989054,0.009299598518196998
1420203600,-0.4785883720368602,3.042856111607435,-0.01925989513932728
1420207200,-0.5578648948701641,3.0043599299371806,0.050701128195300836
