date,temp,humidity,precip
2015-01-01 00:00:00,22.494295925876184,83.0139209720524,0.0
2015-01-01 01:00:00,22.494295925876184,83.0139209720524,0.0
2015-01-01 02:00:00,22.353537973290575,83.9199374850185,0.0
2015-01-01 03:00:00,22.051036544011133,85.03293721152859,0.0
2015-01-01 04:00:00,21.925978294915314,86.01684381784726,0.0
2015-01-01 05:00:00,21.97539230994661,84.97847835373695,0.0
2015-01-01 06:00:00,22.063640001564668,85.03268270652867,0.0
2015-01-01 07:00:00,22.395120275993673,85.05575419717127,0.0
2015-01-01 08:00:00,24.176432810598282,77.95214324994986,0.0
2015-01-01 09:00:00,25.96438034941809,71.08019461985603,0.030692831279389973
2015-01-01 10:00:00,27.899424969598826,64.06952665787608,0.04042465527876897
2015-01-01 11:00:00,28.86054853832219,59.96761290440601,0.020275254405568554
2015-01-01 12:00:00,29.79881500747619,55.942307328536174,0.030480681999579963
2015-01-01 13:00:00,30.80146464126385,52.05583399081166,0.03978199143453838
2015-01-01 14:00:00,30.725845912647376,51.949386184997344,0.01996034672093488
2015-01-01 15:00:00,30.6649738655961,52.978194838163084,0.0
2015-01-01 16:00:00,30.66470249846277,52.97368961550504,0.0
2015-01-01 17:00:00,28.795192344066624,59.920053552052615,0.0
2015-01-01 18:00:00,26.89552417410889,65.97103108846959,0.0
2015-01-01 19:00:00,25.15316212702051,73.02544120368194,0.0
2015-01-01 20:00:00,24.492720593045664,75.05341353581986,0.0
2015-01-01 21:00:00,23.738873034344003,77.84451251654403,0.0
2015-01-01 22:00:00,23.09207064619164,80.02959450112444,0.0
2015-01-01 23:00:00,22.805203463037987,79.93875706786442,0.0
2015-01-02 00:00:00,22.426891305911937,80.00534872703831,0.0
2015-01-02 01:00:00,22.14836449254764,80.0429510056789,0.0
2015-01-02 02:00:00,21.755093914014004,79.9728669036087,0.0
2015-01-02 03:00:00,21.223042922913034,79.99511471238615,0.0
2015-01-02 04:00:00,20.912172642228406,78.99393030011585,0.0
2015-01-02 05:00:00,20.751911430679375,77.89691462805092,0.0
2015-01-02 06:00:00,20.818540646266207,75.99854186704944,0.0
2015-01-02 07:00:00,20.674149395780216,75.01292554539639,0.0
2015-01-02 08:00:00,22.588432602233638,70.93455860469027,0.0
2015-01-02 09:00:00,24.45235676122852,67.00742368291544,0.0
2015-01-02 10:00:00,26.44844335384512,62.97071800601593,0.0
2015-01-02 11:00:00,27.123111512114317,62.011006152326075,0.0
2015-01-02 12:00:00,27.976455760120725,60.92832874829204,0.03027212846614564
2015-01-02 13:00:00,28.501233794810833,59.94205632200118,0.03988923433653626
2015-01-02 14:00:00,28.085808954246843,62.995858993525765,0.02020118531025811
2015-01-02 15:00:00,27.54720035439247,65.89147837023376,0.0711879683587256
